1654192330.450038,365,417,440,416,277,442,389,341,"
"
1654192331.6436262,366,418,440,417,280,443,389,341,"
"
1654192332.7752123,363,417,441,417,277,443,389,341,"
"
1654192333.8602946,356,417,437,415,275,440,385,336,"
"
1654192335.0228815,335,413,435,413,266,437,383,336,"
"
1654192336.2474744,338,412,429,412,252,432,380,337,"
"
1654192337.3790598,329,410,423,407,248,432,380,334,"
"
1654192338.2821312,313,405,420,406,245,428,378,333,"
"
1654192338.2826283,320,406,418,393,249,427,377,333,"
"
1654192338.2831278,333,409,417,398,245,423,375,333,"
"
1654192338.2836282,334,406,414,401,244,420,369,329,"
"
1654192338.2841277,341,405,412,387,246,417,371,334,"
"
1654192338.2846284,314,402,408,383,238,416,373,333,"
"
1654192338.285129,314,401,406,384,239,416,374,335,"
"
1654192338.2856293,316,402,406,384,242,415,374,336,"
"
1654192338.2861311,318,401,401,381,237,409,370,335,"
"
1654192338.2866294,308,399,399,377,233,406,363,337,"
"
1654192338.2871294,307,398,394,375,235,403,360,333,"
"
1654192338.2876296,301,397,395,368,232,404,357,331,"
"
1654192338.288129,303,396,395,365,231,402,352,332,"
"
1654192338.2886283,302,395,394,364,227,403,358,331,"
"
1654192338.2891283,296,393,396,355,234,400,354,329,"
"
1654192338.2896292,298,394,394,363,230,398,354,330,"
"
1654192338.290129,300,392,388,355,229,396,349,327,"
"
1654192338.2906299,296,389,389,353,223,396,349,326,"
"
1654192338.2911296,291,389,392,352,218,396,347,323,"
"
1654192338.2916288,295,389,387,352,219,392,340,325,"
"
1654192338.292129,293,388,382,351,224,387,347,328,"
"
1654192338.2926295,293,388,378,349,225,384,351,326,"
"
1654192338.2931297,306,390,382,350,231,385,358,330,"
"
1654192338.2936294,305,388,380,349,230,385,354,324,"
"
1654192338.294132,304,386,378,348,240,385,350,326,"
"
1654192338.294629,301,382,375,352,237,385,350,324,"
"
1654192338.2951283,299,382,374,351,231,385,347,324,"
"
1654192338.2956278,289,382,374,353,238,384,343,323,"
"
1654192338.2961278,286,379,365,347,234,383,336,318,"
"
1654192338.296629,280,377,366,345,235,380,332,316,"
"
1654192338.2971306,280,378,366,341,231,373,331,313,"
"
1654192338.2976298,277,373,364,342,228,367,329,305,"
"
1654192338.2981312,283,374,364,343,230,369,337,300,"
"
1654192338.29863,285,372,366,343,220,365,343,303,"
"
1654192338.2991295,282,370,363,340,224,361,340,306,"
"
1654192338.2996302,284,373,361,341,228,360,338,307,"
"
1654192338.30013,283,371,362,339,217,362,337,306,"
"
1654192338.30063,279,370,363,341,214,362,337,303,"
"
1654192338.3011312,282,369,359,335,212,362,335,305,"
"
1654192338.3016305,282,372,361,336,213,364,333,307,"
"
1654192338.30213,283,369,361,337,213,364,332,309,"
"
1654192338.302632,280,365,356,332,202,362,330,304,"
"
1654192338.3031285,284,365,353,323,201,364,330,300,"
"
1654192338.3036299,286,364,354,330,198,367,331,293,"
"
1654192338.3041294,287,361,354,325,205,369,328,296,"
"
1654192338.3046298,291,357,348,316,203,371,325,294,"
"
1654192338.3051298,283,353,343,313,193,365,323,285,"
"
1654192338.30563,279,346,343,313,190,363,319,286,"
"
1654192338.30613,280,347,345,310,193,364,321,289,"
"
1654192338.30663,285,351,348,315,201,365,322,291,"
"
1654192338.3071308,284,355,350,322,200,367,324,297,"
"
1654192338.3076308,283,356,351,324,203,367,324,297,"
"
1654192338.3081307,280,357,351,327,206,367,324,299,"
"
1654192338.30863,279,355,348,323,203,362,319,295,"
"
1654192338.3091295,279,357,348,323,199,365,323,298,"
"
1654192338.3096304,283,357,348,325,205,366,324,301,"
"
1654192338.3101325,281,359,348,326,201,367,326,300,"
"
1654192338.3106303,283,359,347,325,198,367,324,301,"
"
1654192338.31113,285,359,348,325,196,367,325,302,"
"
1654192338.3116305,283,357,347,325,193,366,325,302,"
"
1654192338.3121316,283,357,346,325,196,364,324,304,"
"
1654192338.3126304,284,356,344,322,186,360,321,304,"
"
1654192338.3131309,285,354,343,322,192,359,317,306,"
"
1654192338.313631,298,357,343,317,167,342,312,342,"
"
1654192338.314131,296,352,336,300,160,330,306,350,"
"
1654192338.3146312,302,344,324,295,160,323,305,349,"
"
1654192338.3151317,304,339,324,283,158,318,298,357,"
"
1654192338.3156314,298,333,322,282,157,318,296,350,"
"
1654192338.3161314,298,333,307,280,156,319,296,344,"
"
1654192338.316631,288,331,305,275,156,321,298,312,"
"
1654192338.317131,292,332,308,276,157,321,298,310,"
"
1654192338.3176312,292,335,300,273,156,322,295,303,"
"
1654192338.318132,290,335,302,274,157,323,294,301,"
"
1654192338.3186316,294,336,299,275,155,324,293,301,"
"
1654192338.3191314,296,335,302,273,154,324,294,298,"
"
1654192338.3196313,294,332,301,274,153,323,289,300,"
"
1654192338.320132,296,332,299,275,151,324,292,294,"
"
1654192338.3206332,297,334,302,275,151,324,291,290,"
"
1654192338.321131,298,335,297,271,148,324,291,294,"
"
1654192338.3216307,290,335,294,271,151,325,290,292,"
"
1654192338.322131,290,336,290,267,148,325,289,288,"
"
1654192338.322631,286,335,291,255,146,322,285,284,"
"
1654192338.3231306,287,334,292,251,146,323,287,280,"
"
1654192338.3236322,286,334,289,250,144,323,290,285,"
"
1654192338.3241315,293,334,288,252,148,320,292,294,"
"
1654192338.3246312,292,334,287,254,145,319,291,295,"
"
1654192338.3251324,293,334,286,247,143,317,285,293,"
"
1654192338.3256314,294,332,292,245,142,315,283,285,"
"
1654192338.3261309,290,329,292,245,142,315,285,288,"
"
1654192338.3266313,282,332,290,243,142,313,280,285,"
"
1654192338.327132,277,332,291,240,140,313,282,278,"
"
1654192338.3276322,275,333,292,242,141,314,283,286,"
"
1654192338.3281322,273,334,287,241,139,307,282,290,"
"
1654192338.328632,273,333,293,244,138,306,281,290,"
"
1654192338.3291318,273,330,294,241,140,306,282,290,"
"
1654192338.3296323,272,331,294,242,141,307,282,289,"
"
1654192338.330132,265,329,300,242,139,309,282,286,"
"
1654192338.3306315,264,326,291,240,135,304,284,286,"
"
1654192338.3311317,262,326,282,238,138,297,281,278,"
"
1654192338.3316329,265,326,290,238,142,298,279,273,"
"
1654192338.332132,264,324,289,237,141,295,275,266,"
"
1654192338.3326313,261,324,289,236,140,289,271,260,"
"
1654192338.3331313,265,321,286,234,139,262,271,257,"
"
1654192338.3336325,259,323,293,236,141,284,273,260,"
"
1654192338.3341322,256,323,289,237,140,285,274,258,"
"
1654192338.3346322,256,323,292,239,140,285,275,258,"
"
1654192338.3351328,256,323,291,236,143,286,275,258,"
"
1654192338.3356318,250,322,288,236,141,288,273,257,"
"
1654192338.3361318,254,323,290,235,140,273,266,253,"
"
1654192338.3366327,248,319,291,234,139,272,261,246,"
"
1654192338.3371327,250,319,290,236,138,286,261,244,"
"
1654192338.3376338,249,319,289,235,138,284,261,243,"
"
1654192338.3381326,251,321,294,236,138,283,262,250,"
"
1654192338.338633,246,321,290,235,138,275,263,254,"
"
1654192338.339133,246,321,292,236,137,283,261,254,"
"
1654192338.339633,247,317,289,234,135,273,260,255,"
"
1654192338.3401332,241,316,285,233,137,270,259,252,"
"
1654192338.3406327,238,316,282,232,134,264,260,254,"
"
1654192338.3411326,240,314,284,230,134,260,260,250,"
"
1654192338.341632,234,313,286,229,135,262,264,246,"
"
1654192338.3421326,248,313,290,231,137,272,266,246,"
"
1654192338.3426344,245,312,290,230,137,275,264,241,"
"
1654192338.3431358,237,310,284,227,131,273,252,226,"
"
1654192338.3436332,238,303,271,227,130,272,245,210,"
"
1654192338.345634,237,305,275,228,131,273,248,221,"
"
1654192338.3821354,239,303,275,228,130,274,250,220,"
"
1654192338.415184,235,304,274,229,130,272,249,218,"
"
1654192338.4517648,240,305,281,231,132,275,250,228,"
"
1654192338.4849265,242,305,282,231,132,273,248,230,"
"
1654192338.5214465,240,304,281,230,132,274,250,228,"
"
1654192338.5584402,242,304,282,230,133,275,253,231,"
"
1654192338.5909507,242,301,280,231,132,273,252,234,"
"
1654192338.6283212,231,299,280,230,131,273,251,233,"
"
1654192338.6647608,228,299,278,230,130,263,251,230,"
"
1654192338.697776,228,300,279,230,130,257,250,232,"
"
1654192338.7347782,227,303,278,229,131,257,251,235,"
"
1654192338.7717824,227,301,278,231,133,259,252,236,"
"
1654192338.8042839,231,302,279,232,132,272,252,237,"
"
1654192338.8412871,231,303,278,232,132,264,252,235,"
"
